index,InvoiceNo,StockCode,year,month,day,hour,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,amount_spent
219,536390,22197,2010,12,3,10,"small popcorn holder",100,"2010-12-01 10:19:00",0.72,17511,"United Kingdom",72
220,536390,22198,2010,12,3,10,"large popcorn holder",50,"2010-12-01 10:19:00",1.45,17511,"United Kingdom",72.5
221,536390,21533,2010,12,3,10,"retrospot large milk jug",12,"2010-12-01 10:19:00",4.25,17511,"United Kingdom",51
222,536390,21080,2010,12,3,10,"set/20 red retrospot paper napkins",96,"2010-12-01 10:19:00",0.64,17511,"United Kingdom",61.44
223,536390,21094,2010,12,3,10,"set/6 red spotty paper plates",96,"2010-12-01 10:19:00",0.64,17511,"United Kingdom",61.44
224,536390,21086,2010,12,3,10,"set/6 red spotty paper cups",48,"2010-12-01 10:19:00",0.65,17511,"United Kingdom",31.2
225,536390,21786,2010,12,3,10,"polkadot rain hat",144,"2010-12-01 10:19:00",0.32,17511,"United Kingdom",46.08
226,536390,22654,2010,12,3,10,"deluxe sewing kit",40,"2010-12-01 10:19:00",4.95,17511,"United Kingdom",198
227,536390,21485,2010,12,3,10,"retrospot heart hot water bottle",24,"2010-12-01 10:19:00",4.25,17511,"United Kingdom",102
228,536390,84029G,2010,12,3,10,"knitted union flag hot water bottle",24,"2010-12-01 10:19:00",3.39,17511,"United Kingdom",81.36
229,536390,84030E,2010,12,3,10,"english rose hot water bottle",24,"2010-12-01 10:19:00",3.75,17511,"United Kingdom",90
230,536390,22174,2010,12,3,10,"photo cube",48,"2010-12-01 10:19:00",1.48,17511,"United Kingdom",71.04
231,536390,22969,2010,12,3,10,"homemade jam scented candles",96,"2010-12-01 10:19:00",1.25,17511,"United Kingdom",120
232,536390,85099B,2010,12,3,10,"jumbo bag red retrospot",100,"2010-12-01 10:19:00",1.65,17511,"United Kingdom",165
233,536392,22150,2010,12,3,10,"3 stripey mice feltcraft",6,"2010-12-01 10:29:00",1.95,13705,"United Kingdom",11.7
234,536392,22619,2010,12,3,10,"set of 6 soldier skittles",4,"2010-12-01 10:29:00",3.75,13705,"United Kingdom",15
235,536392,21891,2010,12,3,10,"traditional wooden skipping rope",12,"2010-12-01 10:29:00",1.25,13705,"United Kingdom",15
236,536392,21889,2010,12,3,10,"wooden box of dominoes",12,"2010-12-01 10:29:00",1.25,13705,"United Kingdom",15
237,536392,22827,2010,12,3,10,"rustic  seventeen drawer sideboard",1,"2010-12-01 10:29:00",165,13705,"United Kingdom",165
238,536392,22127,2010,12,3,10,"party cones carnival assorted",12,"2010-12-01 10:29:00",1.25,13705,"United Kingdom",15
239,536392,22128,2010,12,3,10,"party cones candy assorted",12,"2010-12-01 10:29:00",1.25,13705,"United Kingdom",15
240,536392,22502,2010,12,3,10,"picnic basket wicker small",4,"2010-12-01 10:29:00",5.95,13705,"United Kingdom",23.8
241,536392,84879,2010,12,3,10,"assorted colour bird ornament",16,"2010-12-01 10:29:00",1.69,13705,"United Kingdom",27.04
242,536392,22338,2010,12,3,10,"star decoration painted zinc",24,"2010-12-01 10:29:00",0.65,13705,"United Kingdom",15.6
243,536393,22180,2010,12,3,10,"retrospot lamp",8,"2010-12-01 10:37:00",9.95,13747,"United Kingdom",79.6
244,536394,21506,2010,12,3,10,"fancy font birthday card.",24,"2010-12-01 10:39:00",0.42,13408,"United Kingdom",10.08
245,536394,22633,2010,12,3,10,"hand warmer union jack",96,"2010-12-01 10:39:00",1.85,13408,"United Kingdom",177.6
246,536394,22866,2010,12,3,10,"hand warmer scotty dog design",96,"2010-12-01 10:39:00",1.85,13408,"United Kingdom",177.6
247,536394,22865,2010,12,3,10,"hand warmer owl design",96,"2010-12-01 10:39:00",1.85,13408,"United Kingdom",177.6
248,536394,22632,2010,12,3,10,"hand warmer red retrospot",96,"2010-12-01 10:39:00",1.85,13408,"United Kingdom",177.6
249,536394,21485,2010,12,3,10,"retrospot heart hot water bottle",12,"2010-12-01 10:39:00",4.95,13408,"United Kingdom",59.4
250,536394,22349,2010,12,3,10,"dog bowl chasing ball design",12,"2010-12-01 10:39:00",3.75,13408,"United Kingdom",45
251,536394,22558,2010,12,3,10,"clothes pegs retrospot pack 24",48,"2010-12-01 10:39:00",1.25,13408,"United Kingdom",60
252,536394,85152,2010,12,3,10,"hand over the chocolate   sign",12,"2010-12-01 10:39:00",2.1,13408,"United Kingdom",25.2
253,536394,85123A,2010,12,3,10,"white hanging heart t-light holder",32,"2010-12-01 10:39:00",2.55,13408,"United Kingdom",81.6
254,536394,22652,2010,12,3,10,"travel sewing kit",20,"2010-12-01 10:39:00",1.65,13408,"United Kingdom",33
255,536395,22188,2010,12,3,10,"black heart card holder",8,"2010-12-01 10:47:00",3.95,13767,"United Kingdom",31.6
256,536395,84879,2010,12,3,10,"assorted colour bird ornament",32,"2010-12-01 10:47:00",1.69,13767,"United Kingdom",54.08
257,536395,21977,2010,12,3,10,"pack of 60 pink paisley cake cases",24,"2010-12-01 10:47:00",0.55,13767,"United Kingdom",13.2
258,536395,84991,2010,12,3,10,"60 teatime fairy cake cases",24,"2010-12-01 10:47:00",0.55,13767,"United Kingdom",13.2
259,536395,21212,2010,12,3,10,"pack of 72 retrospot cake cases",24,"2010-12-01 10:47:00",0.55,13767,"United Kingdom",13.2
260,536395,21484,2010,12,3,10,"chick grey hot water bottle",8,"2010-12-01 10:47:00",3.45,13767,"United Kingdom",27.6
261,536395,21314,2010,12,3,10,"small glass heart trinket pot",8,"2010-12-01 10:47:00",2.1,13767,"United Kingdom",16.8
262,536395,22730,2010,12,3,10,"alarm clock bakelike ivory",4,"2010-12-01 10:47:00",3.75,13767,"United Kingdom",15
263,536395,22727,2010,12,3,10,"alarm clock bakelike red",8,"2010-12-01 10:47:00",3.75,13767,"United Kingdom",30
264,536395,22729,2010,12,3,10,"alarm clock bakelike orange",8,"2010-12-01 10:47:00",3.75,13767,"United Kingdom",30
265,536395,22726,2010,12,3,10,"alarm clock bakelike green",8,"2010-12-01 10:47:00",3.75,13767,"United Kingdom",30
266,536395,22114,2010,12,3,10,"hot water bottle tea and sympathy",8,"2010-12-01 10:47:00",3.95,13767,"United Kingdom",31.6
267,536395,22867,2010,12,3,10,"hand warmer bird design",48,"2010-12-01 10:47:00",2.1,13767,"United Kingdom",100.8
268,536395,22866,2010,12,3,10,"hand warmer scotty dog design",48,"2010-12-01 10:47:00",2.1,13767,"United Kingdom",100.8
269,536396,85123A,2010,12,3,10,"white hanging heart t-light holder",6,"2010-12-01 10:51:00",2.55,17850,"United Kingdom",15.3
270,536396,71053,2010,12,3,10,"white metal lantern",6,"2010-12-01 10:51:00",3.39,17850,"United Kingdom",20.34
271,536396,84406B,2010,12,3,10,"cream cupid hearts coat hanger",8,"2010-12-01 10:51:00",2.75,17850,"United Kingdom",22
272,536396,15056BL,2010,12,3,10,"edwardian parasol black",6,"2010-12-01 10:51:00",4.95,17850,"United Kingdom",29.7
273,536396,20679,2010,12,3,10,"edwardian parasol red",6,"2010-12-01 10:51:00",4.95,17850,"United Kingdom",29.7
274,536396,37370,2010,12,3,10,"retro coffee mugs assorted",6,"2010-12-01 10:51:00",1.06,17850,"United Kingdom",6.36
275,536396,21871,2010,12,3,10,"save the planet mug",6,"2010-12-01 10:51:00",1.06,17850,"United Kingdom",6.36
276,536396,21071,2010,12,3,10,"vintage billboard drink me mug",6,"2010-12-01 10:51:00",1.06,17850,"United Kingdom",6.36
277,536396,21068,2010,12,3,10,"vintage billboard love/hate mug",6,"2010-12-01 10:51:00",1.06,17850,"United Kingdom",6.36
278,536396,82483,2010,12,3,10,"wood 2 drawer cabinet white finish",2,"2010-12-01 10:51:00",4.95,17850,"United Kingdom",9.9
279,536396,82486,2010,12,3,10,"wood s/3 cabinet ant white finish",4,"2010-12-01 10:51:00",6.95,17850,"United Kingdom",27.8
280,536396,82482,2010,12,3,10,"wooden picture frame white finish",6,"2010-12-01 10:51:00",2.1,17850,"United Kingdom",12.6
281,536396,82494L,2010,12,3,10,"wooden frame antique white",12,"2010-12-01 10:51:00",2.55,17850,"United Kingdom",30.6
282,536396,84029G,2010,12,3,10,"knitted union flag hot water bottle",6,"2010-12-01 10:51:00",3.39,17850,"United Kingdom",20.34
283,536396,84029E,2010,12,3,10,"red woolly hottie white heart.",6,"2010-12-01 10:51:00",3.39,17850,"United Kingdom",20.34
284,536396,22752,2010,12,3,10,"set 7 babushka nesting boxes",2,"2010-12-01 10:51:00",7.65,17850,"United Kingdom",15.3
285,536396,22803,2010,12,3,10,"ivory embroidered quilt",2,"2010-12-01 10:51:00",35.75,17850,"United Kingdom",71.5
286,536396,21730,2010,12,3,10,"glass star frosted t-light holder",6,"2010-12-01 10:51:00",4.25,17850,"United Kingdom",25.5
287,536397,35004B,2010,12,3,10,"set of 3 black flying ducks",12,"2010-12-01 10:51:00",4.65,17924,"United Kingdom",55.8
288,536397,35004C,2010,12,3,10,"set of 3 coloured  flying ducks",48,"2010-12-01 10:51:00",4.65,17924,"United Kingdom",223.2
289,536398,21980,2010,12,3,10,"pack of 12 red retrospot tissues",24,"2010-12-01 10:52:00",0.29,13448,"United Kingdom",6.96
290,536398,21844,2010,12,3,10,"red retrospot mug",6,"2010-12-01 10:52:00",2.95,13448,"United Kingdom",17.7
291,536398,22468,2010,12,3,10,"babushka lights string of 10",4,"2010-12-01 10:52:00",6.75,13448,"United Kingdom",27
292,536398,22637,2010,12,3,10,"piggy bank retrospot",8,"2010-12-01 10:52:00",2.55,13448,"United Kingdom",20.4
293,536398,22752,2010,12,3,10,"set 7 babushka nesting boxes",6,"2010-12-01 10:52:00",8.5,13448,"United Kingdom",51
294,536398,48185,2010,12,3,10,"doormat fairy cake",2,"2010-12-01 10:52:00",7.95,13448,"United Kingdom",15.9
295,536398,22632,2010,12,3,10,"hand warmer red retrospot",12,"2010-12-01 10:52:00",2.1,13448,"United Kingdom",25.2
296,536398,22866,2010,12,3,10,"hand warmer scotty dog design",12,"2010-12-01 10:52:00",2.1,13448,"United Kingdom",25.2
297,536398,22865,2010,12,3,10,"hand warmer owl design",12,"2010-12-01 10:52:00",2.1,13448,"United Kingdom",25.2
298,536398,21232,2010,12,3,10,"strawberry ceramic trinket box",12,"2010-12-01 10:52:00",1.25,13448,"United Kingdom",15
299,536398,22064,2010,12,3,10,"pink doughnut trinket pot",12,"2010-12-01 10:52:00",1.65,13448,"United Kingdom",19.8
300,536398,22449,2010,12,3,10,"silk purse babushka pink",6,"2010-12-01 10:52:00",3.35,13448,"United Kingdom",20.1
301,536398,22114,2010,12,3,10,"hot water bottle tea and sympathy",4,"2010-12-01 10:52:00",3.95,13448,"United Kingdom",15.8
302,536398,22835,2010,12,3,10,"hot water bottle i am so poorly",8,"2010-12-01 10:52:00",4.65,13448,"United Kingdom",37.2
303,536398,22112,2010,12,3,10,"chocolate hot water bottle",9,"2010-12-01 10:52:00",4.95,13448,"United Kingdom",44.55
304,536398,21479,2010,12,3,10,"white skull hot water bottle",4,"2010-12-01 10:52:00",3.75,13448,"United Kingdom",15
305,536398,22111,2010,12,3,10,"scottie dog hot water bottle",9,"2010-12-01 10:52:00",4.95,13448,"United Kingdom",44.55
306,536399,22632,2010,12,3,10,"hand warmer red polka dot",6,"2010-12-01 10:52:00",1.85,17850,"United Kingdom",11.1
307,536399,22633,2010,12,3,10,"hand warmer union jack",6,"2010-12-01 10:52:00",1.85,17850,"United Kingdom",11.1
308,536400,22969,2010,12,3,10,"homemade jam scented candles",12,"2010-12-01 10:53:00",1.45,13448,"United Kingdom",17.4
309,536401,22110,2010,12,3,11,"bird house hot water bottle",1,"2010-12-01 11:21:00",2.55,15862,"United Kingdom",2.55
310,536401,22098,2010,12,3,11,"boudoir square tissue box",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
311,536401,22100,2010,12,3,11,"skulls square tissue box",2,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",2.5
312,536401,22766,2010,12,3,11,"photo frame cornice",1,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",2.95
313,536401,22451,2010,12,3,11,"silk purse babushka red",1,"2010-12-01 11:21:00",3.35,15862,"United Kingdom",3.35
314,536401,22549,2010,12,3,11,"picture dominoes",1,"2010-12-01 11:21:00",1.45,15862,"United Kingdom",1.45
315,536401,84744,2010,12,3,11,"s/6 sew on crochet flowers",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
316,536401,85049E,2010,12,3,11,"scandinavian reds ribbons",2,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",2.5
317,536401,21328,2010,12,3,11,"balloons  writing set",1,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",1.65
318,536401,22961,2010,12,3,11,"jam making set printed",4,"2010-12-01 11:21:00",1.45,15862,"United Kingdom",5.8
319,536401,17091A,2010,12,3,11,"lavender incense in tin",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
320,536401,22473,2010,12,3,11,"tv dinner tray vintage paisley",1,"2010-12-01 11:21:00",4.95,15862,"United Kingdom",4.95
321,536401,84509A,2010,12,3,11,"set of 4 english rose placemats",2,"2010-12-01 11:21:00",3.75,15862,"United Kingdom",7.5
322,536401,84510A,2010,12,3,11,"set of 4 english rose coasters",2,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",2.5
323,536401,22767,2010,12,3,11,"triple photo frame cornice",2,"2010-12-01 11:21:00",9.95,15862,"United Kingdom",19.9
324,536401,22768,2010,12,3,11,"family photo frame cornice",1,"2010-12-01 11:21:00",9.95,15862,"United Kingdom",9.95
325,536401,21463,2010,12,3,11,"mirrored disco ball",1,"2010-12-01 11:21:00",5.95,15862,"United Kingdom",5.95
326,536401,21464,2010,12,3,11,"disco ball rotator battery operated",1,"2010-12-01 11:21:00",4.25,15862,"United Kingdom",4.25
327,536401,20820,2010,12,3,11,"silver looking mirror",3,"2010-12-01 11:21:00",4.95,15862,"United Kingdom",14.85
328,536401,85150,2010,12,3,11,"ladies & gentlemen metal sign",1,"2010-12-01 11:21:00",2.55,15862,"United Kingdom",2.55
329,536401,22117,2010,12,3,11,"metal sign her dinner is served",1,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",2.95
330,536401,21169,2010,12,3,11,"you re confusing me metal sign",2,"2010-12-01 11:21:00",1.69,15862,"United Kingdom",3.38
331,536401,48129,2010,12,3,11,"doormat topiary",1,"2010-12-01 11:21:00",7.95,15862,"United Kingdom",7.95
332,536401,82580,2010,12,3,11,"bathroom metal sign",1,"2010-12-01 11:21:00",0.55,15862,"United Kingdom",0.55
333,536401,82578,2010,12,3,11,"kitchen metal sign",1,"2010-12-01 11:21:00",0.55,15862,"United Kingdom",0.55
334,536401,82581,2010,12,3,11,"toilet metal sign",2,"2010-12-01 11:21:00",0.55,15862,"United Kingdom",1.1
335,536401,22413,2010,12,3,11,"metal sign take it or leave it",4,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",11.8
336,536401,21907,2010,12,3,11,"i m on holiday metal sign",2,"2010-12-01 11:21:00",2.1,15862,"United Kingdom",4.2
337,536401,22441,2010,12,3,11,"grow your own basil in enamel mug",1,"2010-12-01 11:21:00",2.1,15862,"United Kingdom",2.1
338,536401,21122,2010,12,3,11,"set/10 pink polkadot party candles",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
339,536401,22851,2010,12,3,11,"set 20 napkins fairy cakes design",1,"2010-12-01 11:21:00",0.85,15862,"United Kingdom",0.85
340,536401,84991,2010,12,3,11,"60 teatime fairy cake cases",3,"2010-12-01 11:21:00",0.55,15862,"United Kingdom",1.65
341,536401,22810,2010,12,3,11,"set of 6 t-lights snowmen",1,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",2.95
342,536401,22809,2010,12,3,11,"set of 6 t-lights santa",1,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",2.95
343,536401,22435,2010,12,3,11,"set of 9 heart shaped balloons",2,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",2.5
344,536401,20966,2010,12,3,11,"sandwich bath sponge",3,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",3.75
345,536401,20963,2010,12,3,11,"apple bath sponge",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
346,536401,20961,2010,12,3,11,"strawberry bath sponge",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
347,536401,22068,2010,12,3,11,"black pirate treasure chest",2,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",3.3
348,536401,21743,2010,12,3,11,"star portable table light",2,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",5.9
349,536401,21744,2010,12,3,11,"snowflake portable table light",2,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",5.9
350,536401,84709B,2010,12,3,11,"pink oval jewelled mirror",1,"2010-12-01 11:21:00",5.95,15862,"United Kingdom",5.95
351,536401,21592,2010,12,3,11,"retrospot cigar box matches",1,"2010-12-01 11:21:00",1.25,15862,"United Kingdom",1.25
352,536401,21587,2010,12,3,11,"cosy hour giant tube matches",2,"2010-12-01 11:21:00",2.55,15862,"United Kingdom",5.1
353,536401,20992,2010,12,3,11,"jazz hearts purse notebook",9,"2010-12-01 11:21:00",0.85,15862,"United Kingdom",7.65
354,536401,22662,2010,12,3,11,"lunch bag dolly girl design",1,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",1.65
355,536401,85123A,2010,12,3,11,"white hanging heart t-light holder",4,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",11.8
356,536401,22804,2010,12,3,11,"candleholder pink hanging heart",3,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",8.85
357,536401,82483,2010,12,3,11,"wood 2 drawer cabinet white finish",1,"2010-12-01 11:21:00",5.95,15862,"United Kingdom",5.95
358,536401,20749,2010,12,3,11,"assorted colour mini cases",1,"2010-12-01 11:21:00",7.95,15862,"United Kingdom",7.95
359,536401,20725,2010,12,3,11,"lunch bag red retrospot",1,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",1.65
360,536401,22382,2010,12,3,11,"lunch bag spaceboy design",2,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",3.3
361,536401,20726,2010,12,3,11,"lunch bag woodland",1,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",1.65
362,536401,22384,2010,12,3,11,"lunch bag pink polkadot",1,"2010-12-01 11:21:00",1.65,15862,"United Kingdom",1.65
363,536401,22467,2010,12,3,11,"gumball coat rack",5,"2010-12-01 11:21:00",2.55,15862,"United Kingdom",12.75
364,536401,84625C,2010,12,3,11,"blue new baroque candlestick candle",3,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",8.85
365,536401,84625A,2010,12,3,11,"pink new baroquecandlestick candle",3,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",8.85
366,536401,21108,2010,12,3,11,"fairy cake flannel assorted colour",9,"2010-12-01 11:21:00",2.55,15862,"United Kingdom",22.95
367,536401,22848,2010,12,3,11,"bread bin diner style pink",1,"2010-12-01 11:21:00",16.95,15862,"United Kingdom",16.95
368,536401,21033,2010,12,3,11,"jumbo bag charlie and lola toys",4,"2010-12-01 11:21:00",2.95,15862,"United Kingdom",11.8
369,536401,47570B,2010,12,3,11,"tea time table cloth",1,"2010-12-01 11:21:00",10.65,15862,"United Kingdom",10.65
370,536401,84030E,2010,12,3,11,"english rose hot water bottle",1,"2010-12-01 11:21:00",4.25,15862,"United Kingdom",4.25
371,536401,22428,2010,12,3,11,"enamel fire bucket cream",2,"2010-12-01 11:21:00",6.95,15862,"United Kingdom",13.9
372,536401,22502,2010,12,3,11,"picnic basket wicker small",2,"2010-12-01 11:21:00",5.95,15862,"United Kingdom",11.9
373,536402,22086,2010,12,3,11,"paper chain kit 50 s christmas",40,"2010-12-01 11:22:00",2.55,15513,"United Kingdom",102
374,536402,22910,2010,12,3,11,"paper chain kit vintage christmas",40,"2010-12-01 11:22:00",2.55,15513,"United Kingdom",102
375,536402,22837,2010,12,3,11,"hot water bottle babushka",36,"2010-12-01 11:22:00",4.25,15513,"United Kingdom",153
376,536403,22867,2010,12,3,11,"hand warmer bird design",96,"2010-12-01 11:27:00",1.85,12791,Netherlands,177.6
377,536403,POST,2010,12,3,11,postage,1,"2010-12-01 11:27:00",15,12791,Netherlands,15
378,536404,22297,2010,12,3,11,"heart ivory trellis small",24,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",30
379,536404,22771,2010,12,3,11,"clear drawer knob acrylic edwardian",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
380,536404,22772,2010,12,3,11,"pink drawer knob acrylic edwardian",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
381,536404,22773,2010,12,3,11,"green drawer knob acrylic edwardian",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
382,536404,22805,2010,12,3,11,"blue drawer knob acrylic edwardian",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
383,536404,22469,2010,12,3,11,"heart of wicker small",12,"2010-12-01 11:29:00",1.65,16218,"United Kingdom",19.8
384,536404,22197,2010,12,3,11,"small popcorn holder",36,"2010-12-01 11:29:00",0.85,16218,"United Kingdom",30.6
385,536404,21125,2010,12,3,11,"set 6 football celebration candles",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
386,536404,21126,2010,12,3,11,"set of 6 girls celebration candles",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
387,536404,85049C,2010,12,3,11,"romantic pinks ribbons",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
388,536404,85049D,2010,12,3,11,"bright blues ribbons",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
389,536404,85049E,2010,12,3,11,"scandinavian reds ribbons",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
390,536404,85049G,2010,12,3,11,"chocolate box ribbons",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
391,536404,21061,2010,12,3,11,"party invites football",12,"2010-12-01 11:29:00",0.85,16218,"United Kingdom",10.2
392,536404,21063,2010,12,3,11,"party invites jazz hearts",12,"2010-12-01 11:29:00",0.85,16218,"United Kingdom",10.2
393,536404,21062,2010,12,3,11,"party invites spaceman",12,"2010-12-01 11:29:00",0.85,16218,"United Kingdom",10.2
394,536404,84380,2010,12,3,11,"set of 3 butterfly cookie cutters",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
395,536404,84378,2010,12,3,11,"set of 3 heart cookie cutters",12,"2010-12-01 11:29:00",1.25,16218,"United Kingdom",15
396,536404,22964,2010,12,3,11,"3 piece spaceboy cookie cutter set",12,"2010-12-01 11:29:00",2.1,16218,"United Kingdom",25.2
397,536404,21213,2010,12,3,11,"pack of 72 skull cake cases",24,"2010-12-01 11:29:00",0.55,16218,"United Kingdom",13.2
398,536404,22417,2010,12,3,11,"pack of 60 spaceboy cake cases",24,"2010-12-01 11:29:00",0.55,16218,"United Kingdom",13.2
399,536404,21212,2010,12,3,11,"pack of 72 retrospot cake cases",24,"2010-12-01 11:29:00",0.55,16218,"United Kingdom",13.2
400,536404,84992,2010,12,3,11,"72 sweetheart fairy cake cases",24,"2010-12-01 11:29:00",0.55,16218,"United Kingdom",13.2
401,536404,21975,2010,12,3,11,"pack of 60 dinosaur cake cases",24,"2010-12-01 11:29:00",0.55,16218,"United Kingdom",13.2
402,536404,22383,2010,12,3,11,"lunch bag suki  design",10,"2010-12-01 11:29:00",1.65,16218,"United Kingdom",16.5
403,536404,20728,2010,12,3,11,"lunch bag cars blue",10,"2010-12-01 11:29:00",1.65,16218,"United Kingdom",16.5
404,536404,20727,2010,12,3,11,"lunch bag  black skull.",10,"2010-12-01 11:29:00",1.65,16218,"United Kingdom",16.5
405,536404,22296,2010,12,3,11,"heart ivory trellis large",24,"2010-12-01 11:29:00",1.65,16218,"United Kingdom",39.6
406,536405,20914,2010,12,3,11,"set/5 red retrospot lid glass bowls",128,"2010-12-01 11:32:00",2.55,14045,"United Kingdom",326.4
407,536406,85123A,2010,12,3,11,"white hanging heart t-light holder",8,"2010-12-01 11:33:00",2.55,17850,"United Kingdom",20.4
408,536406,71053,2010,12,3,11,"white metal lantern",8,"2010-12-01 11:33:00",3.39,17850,"United Kingdom",27.12
409,536406,84406B,2010,12,3,11,"cream cupid hearts coat hanger",8,"2010-12-01 11:33:00",2.75,17850,"United Kingdom",22
410,536406,20679,2010,12,3,11,"edwardian parasol red",6,"2010-12-01 11:33:00",4.95,17850,"United Kingdom",29.7
411,536406,37370,2010,12,3,11,"retro coffee mugs assorted",6,"2010-12-01 11:33:00",1.06,17850,"United Kingdom",6.36
412,536406,21871,2010,12,3,11,"save the planet mug",6,"2010-12-01 11:33:00",1.06,17850,"United Kingdom",6.36
413,536406,21071,2010,12,3,11,"vintage billboard drink me mug",6,"2010-12-01 11:33:00",1.06,17850,"United Kingdom",6.36
414,536406,21068,2010,12,3,11,"vintage billboard love/hate mug",6,"2010-12-01 11:33:00",1.06,17850,"United Kingdom",6.36
415,536406,82483,2010,12,3,11,"wood 2 drawer cabinet white finish",4,"2010-12-01 11:33:00",4.95,17850,"United Kingdom",19.8
416,536406,82486,2010,12,3,11,"wood s/3 cabinet ant white finish",4,"2010-12-01 11:33:00",6.95,17850,"United Kingdom",27.8
417,536406,82482,2010,12,3,11,"wooden picture frame white finish",6,"2010-12-01 11:33:00",2.1,17850,"United Kingdom",12.6
418,536406,82494L,2010,12,3,11,"wooden frame antique white",6,"2010-12-01 11:33:00",2.55,17850,"United Kingdom",15.3
419,536406,84029G,2010,12,3,11,"knitted union flag hot water bottle",6,"2010-12-01 11:33:00",3.39,17850,"United Kingdom",20.34
420,536406,84029E,2010,12,3,11,"red woolly hottie white heart.",6,"2010-12-01 11:33:00",3.39,17850,"United Kingdom",20.34
421,536406,22752,2010,12,3,11,"set 7 babushka nesting boxes",2,"2010-12-01 11:33:00",7.65,17850,"United Kingdom",15.3
422,536406,22803,2010,12,3,11,"ivory embroidered quilt",2,"2010-12-01 11:33:00",35.75,17850,"United Kingdom",71.5
423,536406,21730,2010,12,3,11,"glass star frosted t-light holder",6,"2010-12-01 11:33:00",4.25,17850,"United Kingdom",25.5
424,536407,22632,2010,12,3,11,"hand warmer red polka dot",6,"2010-12-01 11:34:00",1.85,17850,"United Kingdom",11.1
425,536407,22633,2010,12,3,11,"hand warmer union jack",6,"2010-12-01 11:34:00",1.85,17850,"United Kingdom",11.1
426,536408,22537,2010,12,3,11,"magic drawing slate dinosaur",24,"2010-12-01 11:41:00",0.42,14307,"United Kingdom",10.08
427,536408,22533,2010,12,3,11,"magic drawing slate bake a cake",24,"2010-12-01 11:41:00",0.42,14307,"United Kingdom",10.08
428,536408,20982,2010,12,3,11,"12 pencils tall tube skulls",12,"2010-12-01 11:41:00",0.85,14307,"United Kingdom",10.2
429,536408,21832,2010,12,3,11,"chocolate calculator",12,"2010-12-01 11:41:00",1.65,14307,"United Kingdom",19.8
430,536408,21915,2010,12,3,11,"red  harmonica in box",12,"2010-12-01 11:41:00",1.25,14307,"United Kingdom",15
431,536408,21914,2010,12,3,11,"blue harmonica in box",12,"2010-12-01 11:41:00",1.25,14307,"United Kingdom",15
432,536408,21544,2010,12,3,11,"skulls  water transfer tattoos",12,"2010-12-01 11:41:00",0.85,14307,"United Kingdom",10.2
433,536408,22813,2010,12,3,11,"pack 3 boxes bird pannetone",12,"2010-12-01 11:41:00",1.95,14307,"United Kingdom",23.4
434,536408,22114,2010,12,3,11,"hot water bottle tea and sympathy",4,"2010-12-01 11:41:00",3.95,14307,"United Kingdom",15.8
435,536408,84029E,2010,12,3,11,"red woolly hottie white heart.",4,"2010-12-01 11:41:00",3.75,14307,"United Kingdom",15
